"trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","STUDY_ID","SESSION_ID","rt","stimulus","button_pressed","success","key_press","responses","isData","view_history","response_type","avg_frame_time","center_x","center_y","isSC","stim_side","trial_luminance","step_size","nReversal","correct","prev_ans","isThreshold","SC_threshold","final_threshold","isLuminance","FF_luminance","luminance","stimSide","ISInt","isFF","question_order","isSPQ","isCAPS","isAQ"
"psychophysics","151","599755","0.0-12.0-0.22","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","983.6999999284744","","","","39","","","","key","16.666559322033734","683","312.5","true","-1","253.03392","7.864319999999999","6","1","1","","","","","","","","","","","","",""
"psychophysics","152","602655","0.0-12.0-0.23","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1892.5","","","","39","","","","key","16.666606936416038","683","312.5","true","1","255","7.864319999999999","6","-1","1","","","","","","","","","","","","",""
"psychophysics","153","606468","0.0-12.0-0.24","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2809.100000023842","","","","39","","","","key","16.666657894736936","683","312.5","true","1","255","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","154","609918","0.0-12.0-0.25","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2443.7000000476837","","","","39","","","","key","16.662825242718522","683","312.5","true","1","248.708544","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","155","614332","0.0-12.0-0.26","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","3409.5","","","","39","","","","key","16.666553030302925","683","312.5","true","1","248.708544","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","156","618465","0.0-12.0-0.27","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","3125.100000023842","","","","39","","","","key","16.666437246963508","683","312.5","true","1","242.41708799999998","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","157","620871","0.0-12.0-0.28","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1395.3999999761581","","","","39","","","","key","16.666867132866887","683","312.5","true","-1","242.41708799999998","5.033164800000001","8","1","-1","","","","","","","","","","","","",""
"psychophysics","158","625552","0.0-12.0-0.29","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","3677.600000023842","","","","39","","","","key","16.666803571428837","683","312.5","true","1","247.4502528","5.033164800000001","8","-1","1","","","","","","","","","","","","",""
"psychophysics","159","632918","0.0-12.0-0.30","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","6355.600000023842","","","","37","","","","key","16.66663945578234","683","312.5","true","1","247.4502528","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","160","634816","0.0-12.0-0.31","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","893.2999999523163","","","","39","","","","key","16.66738053097336","683","312.5","true","1","251.47678463999998","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","161","636656","0.0-12.0-0.32","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","828.6000000238419","","","","37","","","","key","16.666917431191756","683","312.5","true","-1","251.47678463999998","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","162","640610","0.0-12.0-0.33","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2951.2000000476837","","","","39","","","","key","16.666491525423304","683","312.5","true","1","248.255559168","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","163","645254","0.0-12.0-0.34","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","3639.0999999046326","","","","39","","","","key","16.66715467625914","683","312.5","true","1","248.255559168","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","164","647966","0.0-12.0-0.35","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1707.2999999523163","","","","39","","","","key","16.66627777777727","683","312.5","true","1","245.03433369599998","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","165","650204","0.0-12.0-0.36","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1232.8000000715256","","","","39","","","","key","16.666481203007464","683","312.5","true","1","245.03433369599998","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","166","653359","0.0-12.0-0.37","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2146.8000000715256","","","","39","","","","key","16.666297872340248","683","312.5","true","1","241.81310822399996","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","167","655534","0.0-12.0-0.38","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1171.6000000238419","","","","39","","","","key","16.663069230769402","683","312.5","true","-1","241.81310822399996","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","168","658468","0.0-12.0-0.39","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1928.6000000238419","","","","39","","","","key","16.666919999999394","683","312.5","true","-1","244.39008860159996","2.5769803776000004","11","1","1","","","","","","","","","","","","",""
"html-keyboard-response","169","660010","0.0-13.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1539.7000000476837","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","246.31342864383998","","","","","","","","","","",""
"html-keyboard-response","170","660124","0.0-14.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","","","","","","","","","","","","","","209.47059610755616","true","290.9411922151123","","","","","","","",""
"instructions","171","717343","0.0-15.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","57217.699999928474","","","","","","","[{""page_index"":0,""viewing_time"":46857.699999928474},{""page_index"":1,""viewing_time"":4720.700000047684},{""page_index"":2,""viewing_time"":5638.600000023842}]","","","","","","","","","","","","","","","","","","","","","","","",""
"psychophysics","172","720372","0.0-16.0-0.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666416666666432","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","173","720875","0.0-16.0-1.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66931034482871","683","312.5","","","","","","","","","","","","","291","1","4","false","","","",""
"psychophysics","174","721726","0.0-16.0-2.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","849","","","","77","","","","key","16.664960000000427","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","175","722729","0.0-16.0-0.1","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66737288135593","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","176","723231","0.0-16.0-1.1","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.669599999999626","683","312.5","","","","","","","","","","","","","291","-1","3","false","","","",""
"psychophysics","177","723965","0.0-16.0-2.1","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","730.0999999046326","","","","77","","","","key","16.668023255813413","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","178","724971","0.0-16.0-0.2","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66720338983035","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","179","725475","0.0-16.0-1.2","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.6679999999991","683","312.5","","","","","","","","","","","","","291","-1","6","false","","","",""
"psychophysics","180","725692","0.0-16.0-2.2","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","213.89999997615814","","","","77","","","","key","16.667916666667832","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","181","726696","0.0-16.0-0.3","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.6681186440677","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","182","727198","0.0-16.0-1.3","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66820000000298","683","312.5","","","","","","","","","","","","","291","-1","0","false","","","",""
"psychophysics","183","727434","0.0-16.0-2.3","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","232.90000009536743","","","","90","","","","key","16.667384615382897","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","184","728443","0.0-16.0-0.4","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666271186441627","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","185","728946","0.0-16.0-1.4","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667655172412573","683","312.5","","","","","","","","","","","","","291","1","3","false","","","",""
"psychophysics","186","729294","0.0-16.0-2.4","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","343.5","","","","77","","","","key","16.669250000000467","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","187","730297","0.0-16.0-0.5","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667316666666498","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","188","730803","0.0-16.0-1.5","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.668241379308867","683","312.5","","","","","","","","","","","","","291","1","2","false","","","",""
"psychophysics","189","731007","0.0-16.0-2.5","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","201.69999992847443","","","","90","","","","key","16.669545454544608","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","190","732013","0.0-16.0-0.6","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666610169492788","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","191","732515","0.0-16.0-1.6","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665499999998914","683","312.5","","","","","","","","","","","","","291","-1","2","false","","","",""
"psychophysics","192","733432","0.0-16.0-2.6","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","913.1000000238419","","","","90","","","","key","16.674129629630542","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","193","734436","0.0-16.0-0.7","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666220338983557","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","194","734939","0.0-16.0-1.7","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665413793104154","683","312.5","","","","","","","","","","","","","291","-1","5","false","","","",""
"psychophysics","195","735433","0.0-16.0-2.7","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","490.89999997615814","","","","77","","","","key","16.667310344826046","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","196","736443","0.0-16.0-0.8","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.668033898304913","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","197","736947","0.0-16.0-1.8","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66809999999823","683","312.5","","","","","","","","","","","","","291","1","5","false","","","",""
"psychophysics","198","737097","0.0-16.0-2.8","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","145.90000009536743","","","","77","","","","key","16.66485714287098","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","199","738098","0.0-16.0-0.9","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667999999999303","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","200","738603","0.0-16.0-1.9","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667620689656328","683","312.5","","","","","","","","","","","","","291","1","6","false","","","",""
"psychophysics","201","738709","0.0-16.0-2.9","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","103.29999995231628","","","","77","","","","key","16.659799999999812","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","202","739713","0.0-16.0-0.10","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667898305086023","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","203","740215","0.0-16.0-1.10","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.675200000001738","683","312.5","","","","","","","","","","","","","291","1","0","false","","","",""
"psychophysics","204","740709","0.0-16.0-2.10","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","490.89999997615814","","","","90","","","","key","16.667571428572824","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","205","741713","0.0-16.0-0.11","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66789830508405","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","206","742215","0.0-16.0-1.11","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665766666666606","683","312.5","","","","","","","","","","","","","291","-1","4","false","","","",""
"psychophysics","207","742420","0.0-16.0-2.11","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","202.20000004768372","","","","77","","","","key","16.667272727269765","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","208","743427","0.0-16.0-0.12","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666661016948883","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","209","743931","0.0-16.0-1.12","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.670166666666045","683","312.5","","","","","","","","","","","","","291","-1","3","false","","","",""
"psychophysics","210","744763","0.0-16.0-2.12","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","828.8999999761581","","","","90","","","","key","16.665999999999865","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","211","745771","0.0-16.0-0.13","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66856666666766","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","212","746275","0.0-16.0-1.13","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665862068967446","683","312.5","","","","","","","","","","","","","291","1","4","false","","","",""
"psychophysics","213","746509","0.0-16.0-2.13","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","232","","","","77","","","","key","16.65776923076751","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","214","747512","0.0-16.0-0.14","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66820338983049","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","215","748020","0.0-16.0-1.14","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667266666664123","683","312.5","","","","","","","","","","","","","291","1","3","false","","","",""
"psychophysics","216","748109","0.0-16.0-2.14","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","87.69999992847443","","","","77","","","","key","16.67974999998114","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","217","749112","0.0-16.0-0.15","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.668237288135213","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","218","749619","0.0-16.0-1.15","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665133333334232","683","312.5","","","","","","","","","","","","","291","1","0","false","","","",""
"psychophysics","219","749887","0.0-16.0-2.15","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","265.2000000476837","","","","90","","","","key","16.662733333332774","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","220","750892","0.0-16.0-0.16","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667661016949026","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","221","751395","0.0-16.0-1.16","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665206896550632","683","312.5","","","","","","","","","","","","","291","-1","4","false","","","",""
"psychophysics","222","751796","0.0-16.0-2.16","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","394.8000000715256","","","","77","","","","key","16.666565217391547","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","223","752799","0.0-16.0-0.17","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66553333333383","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","224","753308","0.0-16.0-1.17","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666241379310215","683","312.5","","","","","","","","","","","","","291","-1","6","false","","","",""
"psychophysics","225","753520","0.0-16.0-2.17","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","210.09999990463257","","","","77","","","","key","16.66549999999309","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","226","754523","0.0-16.0-0.18","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66825423728856","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","227","755028","0.0-16.0-1.18","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665310344831408","683","312.5","","","","","","","","","","","","","291","-1","5","false","","","",""
"psychophysics","228","755213","0.0-16.0-2.18","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","178.89999997615814","","","","77","","","","key","16.671000000007915","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","229","756220","0.0-16.0-0.19","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667250000000543","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","230","756723","0.0-16.0-1.19","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666482758619985","683","312.5","","","","","","","","","","","","","291","1","6","false","","","",""
"psychophysics","231","756800","0.0-16.0-2.19","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","74.89999997615814","","","","77","","","","key","16.67324999999255","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","232","757803","0.0-16.0-0.20","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667152542374254","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","233","758307","0.0-16.0-1.20","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665862068967446","683","312.5","","","","","","","","","","","","","291","1","5","false","","","",""
"psychophysics","234","758455","0.0-16.0-2.20","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","146.29999995231628","","","","77","","","","key","16.66599999999744","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","235","759459","0.0-16.0-0.21","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66711864406756","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","236","759963","0.0-16.0-1.21","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66844827586239","683","312.5","","","","","","","","","","","","","291","-1","0","false","","","",""
"psychophysics","237","760458","0.0-16.0-2.21","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","480.2999999523163","","","","90","","","","key","16.66789655172234","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","238","761463","0.0-16.0-0.22","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666067796611323","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","239","761971","0.0-16.0-1.22","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666133333335164","683","312.5","","","","","","","","","","","","","291","1","2","false","","","",""
"psychophysics","240","762552","0.0-16.0-2.22","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","577.7000000476837","","","","90","","","","key","16.66455882352859","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","241","763555","0.0-16.0-0.23","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666966101695326","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","242","764059","0.0-16.0-1.23","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.665241379310892","683","312.5","","","","","","","","","","","","","291","-1","2","false","","","",""
"psychophysics","243","764802","0.0-16.0-2.23","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","740.5999999046326","","","","90","","","","key","16.667318181820022","683","312.5","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","244","778260","0.0-17.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","13456.5","<p>Well Done !</p><p>Training Complete. Press the spacebar to start.</p><p>DON'T EXIT THE FULL SCREEN MODE</p>","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"psychophysics","245","781275","0.0-18.0-0.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.668083333332714","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","246","781782","0.0-18.0-1.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.671399999999753","683","312.5","","","","","","","","","","","","","291","-1","0","true","","","",""
"psychophysics","247","782458","0.0-18.0-2.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","673.1000000238419","","","","90","","","","key","16.66535897435955","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","248","783462","0.0-18.0-0.1","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.66659322033944","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","249","783966","0.0-18.0-1.1","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666600000000713","683","312.5","","","","","","","","","","","","","291","-1","3","true","","","",""
"psychophysics","250","784072","0.0-18.0-2.1","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","104","","","","77","","","","key","16.676000000000933","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","251","785075","0.0-18.0-0.2","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667355932202586","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","252","785579","0.0-18.0-1.2","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667551724139827","683","312.5","","","","","","","","","","","","","291","-1","2","true","","","",""
"psychophysics","253","786011","0.0-18.0-2.2","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","426.6999999284744","","","","90","","","","key","16.667360000000336","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","254","787016","0.0-18.0-0.3","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666716666667103","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","255","787523","0.0-18.0-1.3","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.667620689652313","683","312.5","","","","","","","","","","","","","291","1","4","true","","","",""
"psychophysics","256","787555","0.0-18.0-2.3","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","29.300000071525574","","","","77","","","","key","16.72900000005029","683","312.5","","","","","","","","","","","","","","","","","","","",""
"psychophysics","257","788563","0.0-18.0-0.4","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","null","","","","null","","","","key","16.666067796611323","683","312.5","","","","","","","","","","","","","","","","","","","",""
