"trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","STUDY_ID","SESSION_ID","rt","stimulus","button_pressed","success","key_press","responses","isData","view_history","response_type","avg_frame_time","center_x","center_y","isSC","stim_side","trial_luminance","step_size","nReversal","correct","prev_ans","isThreshold","SC_threshold","final_threshold","isLuminance","FF_luminance","luminance","stimSide","ISInt","isFF","question_order","isSPQ","isCAPS","isAQ"
"psychophysics","30","246793","0.0-6.0-0.24","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2318.5","","","","39","","","","key","16.66687878787872","683","312.5","true","-1","152.610458112","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","31","250483","0.0-6.0-0.25","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2684.7999999523163","","","","37","","","","key","16.66695927601817","683","312.5","true","1","155.1874384896","2.5769803776000004","11","1","1","","","","","","","","","","","","",""
"psychophysics","32","254933","0.0-6.0-0.26","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","3441.7000000476837","","","","39","","","","key","16.666823308270676","683","312.5","true","1","157.7644188672","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","33","256069","0.0-6.0-0.27","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","130","","","","39","","","","key","16.66608955223876","683","312.5","true","1","157.7644188672","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","34","258156","0.0-6.0-0.28","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1081.7000000476837","","","","39","","","","key","16.666467741935424","683","312.5","true","-1","155.70283456511999","1.6492674416640005","13","1","-1","","","","","","","","","","","","",""
"psychophysics","35","260350","0.0-6.0-0.29","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1184.0999999046326","","","","39","","","","key","16.66655725190831","683","312.5","true","1","157.35210200678398","1.6492674416640005","13","-1","1","","","","","","","","","","","","",""
"psychophysics","36","262501","0.0-6.0-0.30","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1146.1000000238419","","","","39","","","","key","16.666242187500302","683","312.5","true","-1","157.35210200678398","1.3194139533312006","14","1","-1","","","","","","","","","","","","",""
"psychophysics","37","263533","0.0-6.0-0.31","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","26","","","","39","","","","key","16.667409836065566","683","312.5","true","1","158.6715159601152","1.3194139533312006","14","-1","1","","","","","","","","","","","","",""
"psychophysics","38","265797","0.0-6.0-0.32","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1258.1999999284744","","","","39","","","","key","16.66613333333344","683","312.5","true","1","158.6715159601152","1.0555311626649604","15","-1","-1","","","","","","","","","","","","",""
"psychophysics","39","268039","0.0-6.0-0.33","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1236.3999999761581","","","","39","","","","key","16.667060150376248","683","312.5","true","-1","157.61598479745024","1","16","1","-1","","","","","","","","","","","","",""
"psychophysics","40","270300","0.0-6.0-0.34","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1253.9000000953674","","","","39","","","","key","16.666577777777867","683","312.5","true","-1","158.61598479745024","1","16","1","1","","","","","","","","","","","","",""
"psychophysics","41","273070","0.0-6.0-0.35","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1763.2999999523163","","","","39","","","","key","16.666733333333326","683","312.5","true","1","159.61598479745024","1","16","-1","1","","","","","","","","","","","","",""
"psychophysics","42","275892","0.0-6.0-0.36","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1817.7000000476837","","","","39","","","","key","16.66654761904751","683","312.5","true","-1","159.61598479745024","1","17","1","-1","","","","","","","","","","","","",""
"psychophysics","43","278632","0.0-6.0-0.37","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1733","","","","39","","","","key","16.6667499999997","683","312.5","true","-1","160.61598479745024","1","17","1","1","","","","","","","","","","","","",""
"psychophysics","44","282047","0.0-6.0-0.38","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2403","","","","37","","","","key","16.666650246305498","683","312.5","true","1","161.61598479745024","1","17","1","1","","","","","","","","","","","","",""
"psychophysics","45","283100","0.0-6.0-0.39","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","41","","","","39","","","","key","16.66734920634929","683","312.5","true","1","162.61598479745024","1","17","-1","1","","","","","","","","","","","","",""
"html-keyboard-response","46","288561","0.0-7.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","5459.5","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","158.585216020338","","","","","","","","","","",""
"psychophysics","47","290490","0.0-8.0-0.0","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","919.2000000476837","","","","39","","","","key","16.668652173913205","683","312.5","true","1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","48","293537","0.0-8.0-0.1","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2042.2000000476837","","","","37","","","","key","16.666785714285933","683","312.5","true","1","180","30","0","1","-1","","","","","","","","","","","","",""
"psychophysics","49","296056","0.0-8.0-0.2","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1511.3999999761581","","","","39","","","","key","16.666933333333194","683","312.5","true","-1","210","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","50","298382","0.0-8.0-0.3","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1322.7000000476837","","","","39","","","","key","16.668302158273175","683","312.5","true","1","240","30","0","-1","1","","","","","","","","","","","","",""
"psychophysics","51","301204","0.0-8.0-0.4","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1816.5","","","","37","","","","key","16.66614880952381","683","312.5","true","1","240","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","52","303728","0.0-8.0-0.5","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1515.3000000715256","","","","39","","","","key","16.66714666666696","683","312.5","true","-1","255","24","1","1","1","","","","","","","","","","","","",""
"psychophysics","53","306138","0.0-8.0-0.6","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1399","","","","37","","","","key","16.66454166666679","683","312.5","true","1","255","24","1","1","1","","","","","","","","","","","","",""
"psychophysics","54","307236","0.0-8.0-0.7","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","91","","","","39","","","","key","16.664969230769202","683","312.5","true","1","255","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","55","309819","0.0-8.0-0.8","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1575.5","","","","39","","","","key","16.66737012987028","683","312.5","true","1","231","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","56","312663","0.0-8.0-0.9","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1834.3999999761581","","","","37","","","","key","16.666467455621483","683","312.5","true","1","231","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","57","315884","0.0-8.0-0.10","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2215.899999976158","","","","39","","","","key","16.667108808290347","683","312.5","true","1","246.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","58","319033","0.0-8.0-0.11","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2141.7999999523163","","","","39","","","","key","16.66627127659585","683","312.5","true","-1","246.36","12.287999999999998","4","1","-1","","","","","","","","","","","","",""
"psychophysics","59","321545","0.0-8.0-0.12","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1506.6000000238419","","","","39","","","","key","16.666221476510017","683","312.5","true","-1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","60","324302","0.0-8.0-0.13","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1747.5","","","","39","","","","key","16.66513333333353","683","312.5","true","-1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","61","327176","0.0-8.0-0.14","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1868.8999999761581","","","","39","","","","key","16.666374269005917","683","312.5","true","-1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","62","330832","0.0-8.0-0.15","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2650.899999976158","","","","39","","","","key","16.666922374429408","683","312.5","true","1","255","12.287999999999998","4","-1","1","","","","","","","","","","","","",""
"psychophysics","63","334282","0.0-8.0-0.16","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2437.600000023842","","","","39","","","","key","16.666252427184286","683","312.5","true","1","242.712","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","64","338525","0.0-8.0-0.17","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","3233.399999976158","","","","39","","","","key","16.66664426877479","683","312.5","true","1","242.712","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","65","343508","0.0-8.0-0.18","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","3976.600000023842","","","","39","","","","key","16.66699328859049","683","312.5","true","-1","232.8816","7.864319999999999","6","1","-1","","","","","","","","","","","","",""
"psychophysics","66","347494","0.0-8.0-0.19","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2981.2999999523163","","","","39","","","","key","16.666899159663657","683","312.5","true","-1","240.74591999999998","7.864319999999999","6","1","1","","","","","","","","","","","","",""
"psychophysics","67","349759","0.0-8.0-0.20","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1260","","","","39","","","","key","16.667207407407222","683","312.5","true","-1","248.61023999999998","7.864319999999999","6","1","1","","","","","","","","","","","","",""
"psychophysics","68","352455","0.0-8.0-0.21","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1691.8000000715256","","","","39","","","","key","16.666838509316616","683","312.5","true","1","255","7.864319999999999","6","-1","1","","","","","","","","","","","","",""
"psychophysics","69","358010","0.0-8.0-0.22","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","4550.5","","","","39","","","","key","16.66691867469884","683","312.5","true","-1","255","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","70","361119","0.0-8.0-0.23","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2103","","","","39","","","","key","16.667021505376297","683","312.5","true","1","255","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","71","362126","0.0-8.0-0.24","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2.8000000715255737","","","","37","","","","key","16.669898305084335","683","312.5","true","-1","248.708544","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","72","365941","0.0-8.0-0.25","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","2809.399999976158","","","","39","","","","key","16.666789473684172","683","312.5","true","1","248.708544","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","73","367087","0.0-8.0-0.26","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","141.29999995231628","","","","37","","","","key","16.666838235294563","683","312.5","true","-1","243.67537919999998","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","74","369335","0.0-8.0-0.27","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1243.7000000476837","","","","39","","","","key","16.66658955223862","683","312.5","true","-1","243.67537919999998","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","75","370563","0.0-8.0-0.28","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","223.89999997615814","","","","37","","","","key","16.666916666666413","683","312.5","true","-1","247.70191103999997","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","76","372482","0.0-8.0-0.29","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","916.3999999761581","","","","39","","","","key","16.667060869565212","683","312.5","true","-1","247.70191103999997","3.2212254720000004","10","1","-1","","","","","","","","","","","","",""
"psychophysics","77","377513","0.0-8.0-0.30","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","4021.7000000476837","","","","39","","","","key","16.666926666666598","683","312.5","true","1","250.92313651199999","3.2212254720000004","10","-1","1","","","","","","","","","","","","",""
"psychophysics","78","378549","0.0-8.0-0.31","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","25.200000047683716","","","","37","","","","key","16.66719354838771","683","312.5","true","-1","250.92313651199999","2.5769803776000004","11","-1","-1","","","","","","","","","","","","",""
"psychophysics","79","384308","0.0-8.0-0.32","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","4752.799999952316","","","","37","","","","key","16.66657558139542","683","312.5","true","-1","248.3461561344","2.5769803776000004","11","-1","-1","","","","","","","","","","","","",""
"psychophysics","80","386614","0.0-8.0-0.33","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1301.2999999523163","","","","37","","","","key","16.66678102189772","683","312.5","true","1","248.3461561344","2.0615843020800004","12","1","-1","","","","","","","","","","","","",""
"psychophysics","81","388952","0.0-8.0-0.34","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1332.2000000476837","","","","39","","","","key","16.66094999999997","683","312.5","true","1","250.40774043648","2.0615843020800004","12","-1","1","","","","","","","","","","","","",""
"psychophysics","82","391636","0.0-8.0-0.35","61096a6ab244ccee2220a180","6368f2eea3e9634aebcc2f6b","636b6fbd9857856b67122c68","1680.6000000238419","","","","39","","","","key","16.666112500000235","683","312.5","true","-1","250.40774043648","1.6492674416640005","13","1","-1","","","","","","","","","","","","",""
